-3.141592654,15.47218928,13.84266324,14.19609813
-3.110018858,15.45060791,13.81674903,14.15417917
-3.078445063,15.38576347,13.73882483,14.02859622
-3.046871267,15.27735447,13.60847694,13.81964674
-3.015297472,15.12487656,13.42502134,13.52809102
-2.983723676,14.92762043,13.18751558,13.15560372
-2.952149881,14.68467005,12.89478274,12.70552787
-2.920576085,14.39490312,12.54545678,12.18405553
-2.889002289,14.05699651,12.1380657,11.60196798
-2.857428494,13.66944137,11.671179,10.97697168
-2.825854698,13.23057584,11.14366409,10.33630471
-2.794280903,12.73864798,10.55512366,9.718442087
-2.762707107,12.19193004,9.906628643,9.171446062
-2.731133312,11.58891841,9.201918152,8.744942481
-2.699559516,10.92867461,8.449293126,8.475444284
-2.667985721,10.21139496,7.664415681,8.37145744
-2.636411925,9.439341468,6.873948858,8.40881516
-2.60483813,8.618315803,6.119047423,8.54000798
-2.573264334,7.759874714,5.455791958,8.710010491
-2.541690539,6.884352354,4.947659252,8.868632081
-2.510116743,6.024216083,4.64705379,8.975638188
-2.478542948,5.225986912,4.572771895,9.000448171
-2.446969152,4.54706273,4.700028033,8.919402458
-2.415395357,4.043446428,4.972087738,8.712490417
-2.383821561,3.749746296,5.322988338,8.360208548
-2.352247766,3.662908452,5.695068839,7.840487558
-2.32067397,3.743002602,6.045529682,7.125233289
-2.289100175,3.930349889,6.345461428,6.175704349
-2.257526379,4.165185761,6.576143563,4.93552682
-2.225952584,4.399135516,6.725311008,3.319903691
-2.194378788,4.597842143,6.784246599,1.203339283
-2.162804993,4.738893642,6.745703537,1.549744562
-2.131231197,4.808601808,6.602412061,4.61647535
-2.099657402,4.799318981,6.345909891,5.335995676
-2.068083606,4.70778869,5.965478347,2.550268646
-2.036509811,4.534588009,5.447007451,0.510827544
-2.004936015,4.284681528,4.771658745,2.934069724
-1.97336222,3.969201232,3.914322585,4.80104332
-1.941788424,3.608585227,2.842384131,6.249942365
-1.910214629,3.236827045,1.517422139,7.377579259
-1.878640833,2.905235776,0.089016797,8.246954286
-1.847067038,2.681417908,1.922082492,8.899121645
-1.815493242,2.637096851,3.592549497,9.360933304
-1.783919447,2.823247909,4.078060775,9.649666541
-1.752345651,3.245781244,2.804260845,9.775803512
-1.720771855,3.862649513,0.703847733,9.744782775
-1.68919806,4.605199206,1.380083604,9.558270441
-1.657624264,5.404539001,3.203137061,9.215451951
-1.626050469,6.206572772,4.75134257,8.715068934
-1.594476673,6.9747501,6.060061631,8.059601783
-1.562902878,7.68672388,7.166739278,7.264483271
-1.531329082,8.329804909,8.101694122,6.377567406
-1.499755287,8.897222673,8.887807365,5.513606947
-1.468181491,9.385542506,9.541870006,4.887152032
-1.436607696,9.79301982,10.07591542,4.76336168
-1.4050339,10.11859296,10.49822804,5.261972984
-1.373460105,10.36128295,10.81403461,6.232465586
-1.341886309,10.51985261,11.0259392,7.407976598
-1.310312514,10.59264879,11.134157,8.587237389
-1.278738718,10.57761328,11.13658763,9.666640249
-1.247164923,10.47251651,11.02876148,10.60425059
-1.215591127,10.27556859,10.8037057,11.38714547
-1.184017332,9.986734876,10.45183572,12.01357846
-1.152443536,9.610384664,9.961158863,12.48458018
-1.120869741,9.160365635,9.318584008,12.80005363
-1.089295945,8.669003869,8.514529564,12.95669534
-1.05772215,8.200595235,7.556716786,12.94640168
-1.026148354,7.863832291,6.507191143,12.75435348
-0.994574559,7.802549182,5.562154538,12.35599826
-0.963000763,8.138036912,5.12737987,11.71167666
-0.931426968,8.888035374,5.616096055,10.75622092
-0.899853172,9.953271592,6.964846952,9.376815088
-0.868279377,11.18968892,8.722159468,7.359439968
-0.836705581,12.47845327,10.52850533,4.234818012
-0.805131786,13.74610961,12.2279729,1.214736587
-0.77355799,14.95513253,13.77758577,5.545294876
-0.741984195,16.08973581,15.17762126,2.481640801
-0.710410399,17.14565001,16.44150488,7.625937648
